,ax,ay,az,gx,gy,gz,time
3464,1000,16280,1682,5362,-93
3296,760,16888,472,4731,-99
2696,800,16608,17,4621,-264
2520,824,16576,378,3164,176
2128,712,16392,866,3062,333
1984,576,16632,861,3235,-479
1664,1224,16552,1444,2053,-791
1968,496,16696,2015,1670,-192
2136,1320,17008,1379,1804,-617
2072,1032,16176,1509,1803,-138
1648,1240,16072,2845,475,-711
1904,1496,16528,4225,-466,-423
2304,2128,16640,4235,-908,-219
2504,2184,16384,3096,1000,251
2024,2184,16080,3031,1839,421
1440,2384,15224,5432,1435,720
1616,2776,15560,7434,837,569
1696,2272,17208,7065,305,197
1136,3784,18496,2842,1605,-195
1008,3488,16992,-906,2180,-533
736,3512,15376,84,732,-325
1064,3728,15784,2306,-241,-143
1168,3744,15880,3212,983,-264
1192,4168,15632,2040,1456,-580
1232,4248,15280,2636,2534,-551
1192,4544,15096,3824,1890,-599
1112,5008,15352,4393,1614,-207
1160,5072,15824,4338,1567,-10
960,4664,15648,1238,2071,-405
232,5248,14328,1541,2718,379
-112,5392,14216,4174,118,1080
416,5504,15184,5949,-1245,970
624,6024,15488,5523,-398,937
536,6416,15472,3930,1220,-290
664,6480,14872,4477,1570,-267
584,6920,14976,4981,-456,518
632,7352,15328,4183,-1700,1051
432,7472,15264,2824,-597,523
112,7560,14840,1743,795,-84
280,7744,14896,1628,122,-704
904,8224,14720,1179,92,-1475
800,8432,14552,1432,152,-639
816,8080,14648,1601,297,-669
672,8152,14440,402,544,-155
680,8280,14296,519,127,-52
448,8104,14360,437,-226,288
248,8000,14336,-433,666,176
376,8248,14392,-875,682,77
248,7664,15120,-2327,345,411
528,7512,15464,-5469,410,278
-16,6944,14784,-6527,-1472,384
112,6544,14592,-5810,-2996,564
584,6480,14472,-5323,-2752,632
1008,6136,14664,-4908,-1906,-75
1400,6008,15352,-4128,-981,115
1296,5936,15648,-4468,-610,27
1392,5888,15360,-3662,-648,-349
1248,5672,15776,-2304,-1124,132
1520,5256,16296,-1244,-1841,195
1600,5544,16472,-3357,-929,587
1720,4768,15856,-4946,108,788
1328,4776,15376,-4544,-625,841
1680,4304,15856,-3765,-686,1140
1792,4072,16232,-5145,710,1084
1496,3792,16128,-5955,1200,851
1280,3328,16224,-7157,755,1009
1288,2720,16384,-7619,684,638
1024,2128,16120,-7864,166,408
1584,1336,15600,-6915,96,611
1400,1048,15312,-6277,1027,150
1376,640,15712,-4367,1641,209
1344,248,16368,-4031,1693,-776
664,176,16848,-3538,1827,-833
568,608,17632,-4820,1736,-1069
1032,376,17536,-5907,1298,-580
1080,-240,17160,-6679,803,-283
936,-624,16776,-5704,-171,114
888,-912,16944,-4625,275,1155
872,-1560,17096,-5328,701,870
544,-2704,16880,-5959,858,778
256,-2888,16416,-5850,1687,330
200,-3288,16184,-4881,863,-188
248,-3160,16408,-3708,767,-11
384,-3632,16312,-3197,370,-545
336,-3328,16672,-2700,-50,-490
880,-3336,16704,-3151,-795,-253
592,-3456,16456,-3495,-691,-60
776,-3864,16616,-3837,-1111,51
864,-4208,16120,-4182,-362,168
1104,-4568,16184,-4138,462,432
1184,-4904,15488,-4477,1059,1002
936,-5384,15616,-3491,1145,1282
744,-5448,15624,-2413,1609,1427
16,-6544,15912,-2045,1722,962
336,-5624,16144,-3338,2001,816
256,-5664,16168,-4305,2832,1407
264,-6232,15304,-4293,2473,1888
-144,-6392,15328,-3517,1318,1853
-512,-6592,15448,-2399,421,1978
-544,-6648,15528,-2823,-93,1791
-840,-7232,15184,-3222,-564,1212
-608,-7608,14872,-1736,-2155,965
-448,-7208,15080,-751,-2005,219
-216,-7328,14984,-353,-2397,-22
336,-6952,14904,582,-1602,266
448,-7064,15200,-596,80,606
328,-7368,15160,-602,600,554
424,-6832,15232,-328,443,615
280,-7152,15352,-20,210,414
104,-7320,15360,-626,259,626
232,-7544,14864,-328,397,551
-472,-7168,15224,229,849,899
-280,-7536,15000,789,687,724
-560,-7432,14768,1480,1560,373
-672,-7088,14488,3319,867,590
-640,-6848,14464,6814,-194,672
-96,-6392,15080,8719,-832,299
-48,-5648,16048,9118,-1367,218
-64,-4872,16040,6842,-1741,-876
240,-5120,13976,7861,-2843,-897
664,-4752,15192,13060,-5136,-443
752,-2976,17400,12845,-6120,-1698
832,-1544,17512,9361,-3870,-1671
1312,-928,17488,4685,-472,-1635
2096,-1712,16640,2963,1832,-1167
1512,-1504,16480,4900,1423,-1002
1552,-936,16920,5461,-53,-431
1392,-352,17568,4464,708,-101
1208,-272,17832,1784,3032,-152
888,-248,17464,729,3056,20
624,-648,16944,841,3198,-175
496,-496,17032,1266,3646,-325
176,-320,17304,373,4043,39
112,-344,17176,-34,5079,-642
-552,-112,16552,-298,5520,-590
-600,-176,16376,-99,5906,-741
-840,-280,15840,736,6915,-722
-1896,-400,16608,539,8695,-440
-2728,-440,16992,420,8163,-1077
-2504,-112,17160,-375,7083,-757
-2816,-120,16680,-1127,6303,-496
-3168,-464,15904,-768,5422,-22
-3856,-424,15744,189,4977,-80
-4448,-656,16016,93,5293,-51
-4960,-560,15912,153,4948,-373
-4856,-376,15680,188,4612,-967
-5056,-208,16056,-318,5610,-1417
-5088,-240,15648,-646,6332,-260
-5360,-352,15424,-354,6292,-181
-6128,-624,15472,174,6176,-202
-6528,-480,15752,-235,6125,-578
-7264,-448,15520,-354,6373,-496
-7040,-504,15472,-979,7091,-884
-7616,-448,14936,-1162,6684,-679
-8352,-688,14752,-352,5016,-265
-8528,-952,14616,167,3208,-414
-8728,-696,14568,-327,2737,-532
-8368,-1000,14032,-784,3181,-734
-8544,-648,13624,-1359,3881,-676
-8808,-1024,13488,-479,4873,-505
-9456,-1088,13408,168,5392,-1111
-9240,-1128,13736,-170,5465,-1428
-9368,-912,13968,-21,4238,-1046
-9344,-792,13696,-156,2539,-459
-9536,-880,13248,-161,-585,421
-9888,-952,13088,786,-3261,1076
-9392,-1336,13568,724,-4202,1261
-9448,-1128,13200,-79,-5237,1095
-9224,-952,13024,387,-6711,1196
-8928,-816,13392,981,-6345,1176
-8104,-400,13760,214,-5056,940
-7976,-600,13960,620,-5619,565
-7552,-592,14616,1276,-6345,729
-7016,-600,15144,1402,-6619,750
-6920,-320,15392,1453,-6353,827
-6704,-360,15776,1221,-6401,835
-5912,-64,15752,1212,-6541,1136
-5488,-136,16328,1607,-6717,1388
-5240,112,16632,1233,-5943,855
-4928,136,16424,849,-6455,1423
-4360,432,16688,924,-7536,1011
-3632,328,16672,759,-7928,1473
-3184,616,16440,799,-8053,2089
-2992,600,16400,678,-7634,1765
-2048,440,16352,830,-7466,1798
-1776,728,16440,892,-7210,2365
-1864,824,16552,680,-7133,2319
-1360,512,16656,808,-6696,1902
-1016,520,17176,772,-7812,1716
-304,976,16752,1200,-8803,1221
376,1136,17088,884,-8068,1197
880,1160,16640,435,-7332,1314
1616,960,16536,-243,-6079,983
1960,984,16152,466,-5185,1123
2488,1008,16544,1316,-4711,658
2744,1168,16904,1477,-4335,647
2848,1464,17088,832,-4588,216
3384,1616,17144,1070,-6369,486
4136,1544,16416,243,-6986,787
4592,1312,15824,162,-6915,1089
4992,1280,15304,737,-6686,804
5224,1040,15080,1458,-5926,935
5560,1264,15232,1767,-4949,755
5792,1640,15336,992,-4561,493
6024,1720,15592,141,-3405,266
6592,1336,15432,134,-3087,576
6272,1520,15136,441,-3789,233
6784,1376,15288,755,-4593,333
7064,1824,14784,1020,-4654,91
7592,1784,14680,774,-4096,72
7808,1776,14944,384,-3416,214
8160,2112,14480,35,-3179,510
8056,1560,14176,111,-3317,1258
8184,1568,14056,428,-2840,729
8352,1736,13968,815,-3336,973
8120,1520,13976,982,-3085,625
8688,1696,14216,221,-1541,204
8856,1992,14328,178,-1640,511
8600,1840,13944,242,-2056,616
9168,1688,13696,-347,-673,-67
8968,1792,13744,68,-123,127
8856,1520,13952,-168,-799,-227
8928,1776,13840,303,-1783,-7
9064,1808,13800,279,-2114,-379
9544,2024,13704,-766,-106,-1003
9400,1856,13448,-1376,2059,-585
9664,1704,13984,-1415,3518,-277
8928,1504,14040,-2144,4312,-312
8512,1336,14008,-1204,2640,-33
8384,1320,14256,-1082,2430,-74
8384,1352,14328,-1853,3804,-1119
7888,1424,13768,-1725,6350,-1571
8008,600,14088,-1943,9708,-1536
6536,1360,14856,-520,8541,-1388
6592,904,15376,308,7285,-1544
5896,1792,16048,-315,4631,-1170
5912,1784,16256,-1106,2217,-194
6160,1320,15480,-1943,3100,-388
5816,1432,15448,-1376,4100,-329
5192,1080,15432,-626,4340,412
5184,608,15608,-740,6173,-722
4744,968,15928,-535,7656,-2174
4232,1496,16200,-938,7278,-1674
4176,856,16344,-1071,7939,-1459
3216,1056,16288,-1430,7769,-1062
2632,504,15912,-1529,8069,-897
1776,776,16296,382,7322,-1149
1560,936,16656,207,6875,-961
992,928,16984,-243,7720,-1587
704,832,17032,-34,6882,-1903
712,320,16376,446,4674,-1181
488,1136,16288,2076,2414,-779
800,1328,16704,2444,1596,332
112,1440,16896,2509,424,952
0,1112,16856,2205,762,783
-384,1264,16712,3726,339,600
-496,1096,16672,5808,-702,524
-208,2184,16960,8174,-3296,87
720,3040,17088,8458,-3970,544
1080,3832,16576,7683,-2179,273
632,4312,16056,7725,387,204
240,4720,15696,7530,746,578
280,5016,15024,8749,890,-367
192,5200,15296,9114,-601,239
592,5960,15416,8531,-1520,482
968,7160,14752,6875,-864,438
880,7728,14408,6189,693,1091
592,7248,14584,4622,1377,1142
576,7408,14784,4351,1020,1323
344,8064,14760,4425,252,457
320,8104,14504,3261,1427,-651
120,7736,13848,1856,2406,-1544
120,8048,13968,1719,2194,-1036
440,8272,14192,1556,1070,-841
424,8408,14000,1084,-324,669
496,8384,14416,546,-897,936
128,8184,14504,-482,-910,288
472,8008,13984,-1217,-1144,-2
688,7872,13712,-1516,-266,-640
520,8040,13856,-1198,639,-1489
720,8384,14336,-488,154,-1089
552,8496,14704,-454,70,-450
616,8448,14528,-1371,704,-373
-40,8152,14400,-1185,217,-93
136,7848,14792,-912,-202,269
136,8088,14472,-1421,-138,-159
264,7968,14536,-1841,716,-467
-128,7880,14200,-2089,1272,-258
-304,7760,14264,-1289,1267,-605
472,8184,15528,-2263,1390,86
512,8376,15456,-6707,3769,829
144,7288,15576,-10486,4934,2580
-1312,5952,15864,-12482,3528,2827
-1968,4680,15600,-10883,-1570,1161
-1160,4856,16632,-10297,-6208,1062
-280,5336,17376,-13624,-4283,271
-192,3848,15960,-17193,-2247,389
224,1568,13768,-14585,-3168,10
1192,688,14808,-9040,-5941,849
1600,1136,16720,-9026,-4827,1487
2008,1384,17312,-14024,-2021,1263
2368,-880,15672,-17986,2161,1836
1704,-3480,14232,-16069,2178,854
1344,-4480,14088,-10566,328,621
1552,-4240,15584,-7968,54,-559
2288,-4744,16008,-7498,1375,-287
1624,-4760,16480,-6311,2375,-120
1240,-5088,17472,-5532,2727,590
520,-5344,17360,-5810,1414,607
584,-5744,16992,-5494,202,184
136,-5944,15952,-4184,86,333
144,-6800,16720,-2326,102,683
512,-6360,16240,-3631,896,6
544,-6976,15792,-3821,1273,-785
728,-6752,14720,-3497,957,-371
1200,-6632,14080,-2552,1416,-140
632,-7016,13464,-1218,1195,430
896,-6928,14752,-1214,2280,507
280,-7176,14840,-2395,2739,79
56,-7720,14968,-1487,1128,46
56,-7824,15528,-1315,-41,-10
232,-7912,14616,-246,-786,-422
504,-8048,15296,310,-841,-346
496,-7840,15264,-44,29,-136
584,-7600,14992,895,126,-53
192,-7384,15272,1857,203,415
-40,-7160,15216,942,392,170
288,-7216,14632,734,335,-184
-72,-6944,14496,1568,195,-200
240,-7256,14488,2960,-858,-84
528,-6872,14640,4056,-152,-507
552,-6616,14904,4672,974,-329
264,-6536,15408,4452,2525,200
-280,-6248,16168,3581,3339,-250
-632,-5784,16056,2854,2699,-375
-296,-5760,15872,3107,1574,-539
48,-5576,15840,3473,1175,-507
8,-5200,15976,3212,2505,-103
-248,-4800,15432,3590,1798,415
-152,-4656,15464,5735,1655,737
-712,-4184,15384,6927,1211,661
-248,-4176,14896,9729,1553,1593
-400,-3504,15232,13937,-263,1646
-856,-1760,15856,16527,-2072,1584
-1024,-456,17688,15976,-2195,1094
-936,536,19456,10094,-230,1045
-1184,312,18736,4660,1731,552
-1664,464,17368,2700,-216,-51
-1016,656,16608,6448,-3062,-507
-72,1544,15968,7889,-4716,-620
144,2568,16176,8243,-3087,41
160,2704,17352,4985,880,253
-192,2152,17720,-1205,8292,-1406
-1080,1848,16416,-5710,13865,-3679
-1536,872,15528,-6288,16459,-4201
-3224,128,15744,-3129,14460,-4335
-3816,480,16720,-700,9219,-4171
-4288,912,17328,-133,699,-3420
-3560,1696,17408,2086,-8157,-1925
-2192,2584,17080,3794,-15283,727
-1272,3664,16864,4794,-18345,3410
-88,2880,17128,3212,-15871,5536
208,2184,16824,212,-10062,5474
56,1464,16248,-1711,-5433,4407
24,1080,16264,-4634,1065,1579
-616,400,15984,-6755,7213,-990
-808,184,15744,-6871,12238,-3495
-712,360,15608,-4687,14213,-4216
-1608,504,16392,-2937,14143,-3425
-2680,760,17672,-2220,12266,-2302
-3216,696,18344,-3337,9582,-1422
-4272,304,17848,-4668,5268,-530
-3904,-568,17624,-5612,1657,636
-4208,-1184,16144,-5398,-2307,1231
-4128,-1848,14896,-1834,-8352,1694
-3840,-1512,14880,3582,-14687,2800
-2624,-896,15384,5994,-16858,2435
-560,-1016,15960,4331,-11657,1812
-288,-568,16024,279,-3277,84
-560,-520,15912,-897,4421,-730
-624,-200,15920,-860,9960,-1706
-1792,-208,16768,-131,12956,-1911
-2856,-216,17400,-978,16933,-2125
-4624,-384,17552,-1989,18052,-2311
-5864,-1152,16552,-2535,15811,-2456
-6688,-1784,16808,-603,9866,-2312
-6488,-1128,17016,1410,-1554,-1023
-5408,-576,17448,2332,-13219,859
-4944,304,16168,1926,-22651,3949
-2848,-800,14864,2519,-24853,5452
-1344,-656,14528,2245,-20945,4876
0,-760,13888,45,-11031,2193
584,-1328,13952,-1392,749,-374
-64,-888,14184,-1281,9795,-2193
-728,-656,15576,-506,15475,-3287
-2640,-224,16640,-503,18617,-3132
-4016,-496,17816,500,17398,-3150
-5728,-168,18544,-183,13555,-2488
-6048,-320,18368,-526,7292,-1641
-6288,-408,18688,318,-3990,-30
-5192,224,18168,1409,-16288,1984
-3456,1096,17088,1712,-24588,4904
-1984,56,16264,-57,-23355,5937
-552,-952,14624,-1518,-18053,4519
528,-1008,13696,960,-14974,2809
1520,-920,13712,3599,-10801,1676
2656,-352,14624,2831,-3371,18
2616,56,15288,-539,7276,-1592
1576,-328,15056,-2230,16816,-3183
-656,-376,15528,39,19696,-3479
-1744,-112,17648,1229,19784,-4158
-2960,704,17944,-986,21636,-4349
-4040,-104,17152,-2454,21335,-4303
-5384,-352,17032,-163,15657,-3044
-5880,168,17824,1499,6200,-1217
-5520,200,18016,510,-964,560
-4856,-416,18000,-369,-10003,2428
-5440,1160,16984,2304,-23556,6314
-3520,808,16944,3336,-28584,8388
-1384,-272,16880,158,-24812,7296
-544,192,15728,-150,-22280,6265
1720,-152,15432,2504,-21930,5280
3040,168,15816,2935,-19710,4987
4176,544,15688,2534,-16698,4670
5632,368,16032,1847,-13603,3899
5960,848,15784,-436,-9339,2509
6488,472,14528,-2177,-2409,1344
6040,-56,13512,-2808,4997,-856
5936,-760,14088,-2212,12658,-2139
