,ax,ay,az,gx,gy,gz,time
4848,-408,14960,-1864,15202,-3738
3944,464,15608,-907,16577,-4325
3464,376,16304,197,18638,-4793
1688,1160,17176,-781,19357,-3724
24,928,17344,-847,19109,-3000
-1128,-32,16968,-2320,20940,-3224
-2576,136,16712,-2871,21094,-3479
-4280,-112,16320,-2995,21217,-2925
-5248,-1136,15848,-3199,20408,-3489
-6488,-1080,15824,-2314,15837,-3003
-6744,-1120,15832,59,8215,-2444
-6112,-464,16304,1339,-346,-352
-5304,-488,16152,1618,-9912,1791
-4760,-288,15760,1818,-16394,3561
-5168,200,15672,1808,-20275,6127
-3816,-952,15216,735,-18789,5248
-3288,-688,14952,254,-15149,3827
-2384,-1000,15872,1400,-13139,2955
-824,-344,16608,2385,-13334,1987
64,176,16752,3185,-14804,2408
1160,592,16800,4261,-16608,2843
2392,632,17184,3602,-15161,2448
3008,1344,16704,2494,-14183,2757
4440,816,16600,968,-11112,2637
4864,944,15848,867,-10304,2323
5824,632,15432,2455,-10498,2365
6496,936,15504,3214,-9341,2466
6480,1536,16048,1751,-5255,1666
6648,1280,16056,-559,956,619
6024,568,14968,-3842,8457,-1196
5736,312,14856,-3463,10782,-2542
5344,1224,15544,-1839,10457,-2624
5168,1072,15944,-2665,14032,-2949
4112,392,15736,-3156,19061,-3983
2080,264,15816,-1650,20137,-4126
368,592,16752,-4,19352,-3816
-192,304,17872,-1159,19810,-4054
-1872,728,17552,-1563,15058,-3278
-2376,832,17360,-419,9819,-1137
-2944,720,16816,-2692,11114,-481
-4232,-240,15416,-3667,12881,-994
-4680,-664,14832,-2302,14519,-1717
-5896,-664,14712,-2839,17486,-2551
-7760,-1248,14616,-3421,15213,-2332
-7880,-1872,15048,206,7022,-2825
-7504,-1016,16304,1744,-3000,-2490
-6096,0,16192,2527,-15139,153
-5040,968,15800,3843,-26219,3900
-3560,408,15736,2552,-29600,6296
-2384,-952,15192,1718,-27545,6554
-1608,-536,14952,2309,-26546,5427
1136,-712,15592,3381,-23048,4296
3080,-184,15584,2459,-17129,2669
3728,416,15352,3196,-13656,2122
4896,-128,15952,5231,-11546,1707
4912,1368,17264,5870,-10977,1754
5816,2064,18224,3862,-8568,1405
6432,2400,18192,366,-6224,1360
6344,2032,16904,-1618,-3665,1489
6352,1520,15816,-3701,1498,264
6712,920,14352,-5275,10169,-1857
5656,496,13720,-4897,16141,-2581
4208,152,14568,-1971,17622,-3506
3680,152,16064,-312,18716,-4331
2120,1000,16856,-1539,19110,-3809
840,944,16552,-1889,19683,-2841
-792,648,16856,-1648,19348,-3161
-1504,312,16560,-2118,20975,-2695
-3968,-96,16136,-2711,21439,-2196
-5328,-688,15912,-1810,20648,-2965
-6096,-736,16320,-1403,17348,-3022
-6984,-144,16320,-1462,11183,-2453
-7112,-152,15616,-490,2663,-1041
-6600,-704,15488,957,-6306,-144
-5456,-48,15080,2000,-13946,1068
-4264,-200,14480,2929,-18593,3272
-3352,232,15080,3980,-19829,4330
-3136,-160,15712,3316,-19904,5059
-1272,-296,16008,2453,-19641,4288
-304,696,15552,2873,-19893,3408
1112,1208,16192,4069,-18984,3657
2880,1016,16984,2775,-16163,3333
3104,1424,16824,1706,-15053,3404
4744,784,16616,2130,-14535,2398
5872,1536,16088,2705,-15540,2145
7272,1848,16184,1649,-12724,2830
6592,1904,15208,594,-11070,2653
7704,1256,15384,-159,-6724,1986
7952,1136,14768,-1999,-1395,1059
7576,1128,14632,-2685,5359,-294
7320,464,14920,-3388,11880,-1900
6264,-80,14904,-3409,15943,-3517
5200,776,15360,-348,14647,-4002
4848,1456,16664,-571,17029,-4737
4392,1136,16968,-3619,22894,-4706
1952,856,16216,-3584,23021,-3650
-128,992,16424,-1291,19715,-2314
-1312,472,17288,-1752,18888,-1949
-2416,408,17200,-2462,18155,-2754
-3320,608,16976,-2657,16075,-2325
-4136,688,15888,-3728,15312,-1771
-4560,-120,14736,-4421,16292,-1245
-5984,-1032,14712,-3019,16597,-945
-7848,-1032,14248,-1830,14785,-1584
-8288,-1104,13824,-1414,12888,-1948
-7992,-1264,13456,-1631,11343,-2148
-7824,-1336,13256,-1340,8826,-902
-9072,-1144,14464,-443,679,662
-9800,-448,15312,1424,-12133,1775
-7744,-632,15272,2839,-22019,2751
-5944,-152,15576,1487,-23551,4161
-5752,16,14920,930,-23316,4537
-3776,-976,15168,2367,-21715,4137
-2144,-808,16448,2838,-20354,3008
-1024,96,17072,3283,-19878,3717
368,408,17728,2225,-19152,3291
1232,456,17752,2478,-19772,3042
3216,152,17648,3516,-22636,2343
5312,1680,16816,3501,-23357,3236
7224,1664,16480,-760,-17049,3593
7216,536,14752,-3398,-9370,3099
6984,-720,13264,-2032,-5126,2656
6880,-840,13240,1096,-1222,402
7168,-480,14664,54,6308,-1243
6616,-184,14928,-1129,11114,-3012
5792,288,15400,70,12483,-2804
5472,128,16368,100,14934,-4123
5304,808,17336,-603,15547,-4184
3312,1944,17560,-37,11584,-2791
3352,1568,17744,-1383,11677,-1866
2648,648,16936,-4054,16434,-2073
696,0,15648,-4531,20997,-2516
-1432,-656,15912,-2183,21673,-2621
-3168,-584,15888,-1613,21709,-3382
-4208,-416,16008,-2726,22736,-4158
-5792,-816,15400,-1937,20264,-3171
-7208,-152,15088,-353,15934,-2325
-7656,-640,15208,-786,13468,-2434
-7984,-1488,14312,-3250,11831,-2759
-8768,-2000,13160,-1684,5863,-3099
-7664,-1272,13952,1998,-2752,-1722
-6568,-504,15032,2990,-10076,542
-6048,-56,15144,2447,-16929,3151
-5904,-72,14792,2052,-21176,5963
-5168,-728,15120,2437,-21879,6235
-4424,-496,15024,2939,-21630,5572
-2792,-632,15936,3694,-18715,4490
-968,-320,16896,2286,-16540,3134
-256,856,16960,2987,-18513,3676
1632,632,17272,3471,-17793,3377
2440,896,17184,2954,-17150,3796
4136,1000,17248,2482,-14978,3488
5176,1168,16912,1073,-13391,3002
5152,1048,16208,1688,-14337,3138
6168,904,16192,1907,-13745,2777
6616,936,15904,320,-11695,1285
7640,1056,15136,-1763,-7613,179
7976,632,13888,-3946,-3199,-507
8224,368,13008,-2443,-116,-389
8744,632,13384,-605,3517,-1348
8440,904,14424,-1603,9933,-1848
8080,488,14712,-3749,16833,-2280
6432,72,14424,-3235,18622,-2343
4896,400,16024,-126,15991,-1965
4048,392,17472,-405,16219,-2090
2632,264,17696,-3250,18185,-2499
1304,8,16712,-3548,18087,-2387
-136,-96,16272,-1860,16343,-1601
-1424,-864,16824,-463,14234,-1627
-2192,-608,17032,-455,12604,-2399
-2584,-192,16960,-2461,12512,-2349
-3552,-88,15664,-3847,13611,-2094
-3768,-1136,14832,-3200,15695,-2711
-5280,-848,14792,-1669,17369,-2801
-6088,-1136,15168,-1003,19160,-3037
-6920,-1280,15256,-1646,20477,-3207
-8672,-1328,15368,-2243,15717,-2419
-8720,-1960,14872,-249,6849,-1505
-8648,-1504,14976,2226,-4817,-452
-7256,-1184,14640,3559,-14619,2113
-6480,-1104,14640,3954,-20302,4827
-6296,-832,14736,3753,-25077,6451
-5016,-608,15648,4075,-26137,6694
-3440,-544,15944,1523,-22497,4485
-1920,-464,15888,1378,-20610,3713
664,-96,16384,4067,-21059,3678
1360,1312,16960,4019,-22459,4232
2896,1152,17432,3274,-20912,4777
4512,712,17184,499,-17491,4540
5160,424,15944,-366,-15832,4629
6208,232,15232,1067,-15626,3549
7400,112,15608,1172,-13567,3510
7448,440,14824,678,-10491,2715
7824,280,14984,-497,-6448,1499
8320,-128,14384,-1621,-5065,527
8864,152,13544,696,-6994,782
8936,584,13840,854,-4767,932
8928,304,14256,-1287,2351,-401
8680,584,13664,-4601,11983,-1761
8296,176,12552,-5361,21855,-3034
7776,-624,12968,-4924,29347,-3184
4344,-1088,14904,-3379,29475,-2628
1672,-928,17624,-207,21202,-2231
864,-168,19056,-2001,13870,-852
776,8,17824,-3827,8634,-305
760,-704,16768,-4446,7533,99
-200,-1048,16824,-3460,6097,1068
-256,-1120,16120,-3744,5966,1516
128,-2200,14920,-3931,9043,2036
-952,-3472,14168,-623,8735,1409
-1984,-3592,13824,6309,6467,1041
-2936,-2600,14728,14072,2187,-934
-2824,-584,16776,17460,-2004,-2901
-2344,1192,18600,16919,-2843,-2904
-1968,2600,19392,13025,-928,-3905
-2000,3496,19104,7547,-108,-4482
-1784,3688,17448,5081,225,-3978
-912,3960,16256,6421,-431,-2571
-912,4536,16400,6906,-1843,-1544
-624,4608,16640,5949,-797,220
-1232,4856,14904,7119,807,78
-1576,5192,13264,10546,2420,-10
-1592,5848,14608,12507,3910,484
-2520,6080,15632,9158,3239,-1077
-1856,7472,17248,5861,2689,-125
-2536,7816,16920,1111,2028,370
-2736,7920,15768,-2480,-149,1538
-2472,7408,14864,-3889,-1976,721
-2160,6616,14880,-6419,-3146,941
-1616,6024,14776,-9511,-3485,1288
-1360,5416,15432,-13175,-3445,1369
-1448,5256,14424,-15650,-4587,1186
-568,4000,13536,-14649,-3999,2071
-736,3064,13928,-12232,-3282,2540
-960,2376,15320,-10723,-4341,3400
-368,1544,17336,-12298,-6232,3749
